file_id,region,condition,candidate_id,mechanism_cluster,dominant_mechanism,heldout_mean_rmse_mV,holdout_mean_pass_fraction,parameter,coordinate_type,value,lower_bound,upper_bound,below_lower_bound,above_upper_bound,within_lower_bound,within_upper_bound,bound_violation,range_source,range_basis,plausibility_status,identifiability_status,identifiability_source,identifiability_evidence,physiologically_interpretable,interpretation_guardrail,audit_scope
DH_2_MFA,DH,MFA,DH_2_MFA__cand_06,M2,Mixed,3.779347531417843,0.964696725790693,P_gap_eff,effective,5.9560247106864715e-08,1e-08,0.005,False,False,True,True,none,effective_coordinate_guardrail,interpretable product d × pk for gap coupling,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_06,M2,Mixed,3.779347531417843,0.964696725790693,gamma_t_eff,effective,1.9606620200097796e-05,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,transport effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_06,M2,Mixed,3.779347531417843,0.964696725790693,gamma_s_eff,effective,1.098092927206218e-07,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,syncytial effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,flat_unbounded,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_06,M2,Mixed,3.779347531417843,0.964696725790693,volume_ratio_wa_wo,effective,0.3933244005343143,0.001,1000.0,False,False,True,True,none,effective_coordinate_guardrail,cell/extracellular volume ratio effective coordinate,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_03,M3,Mixed,3.659986908776228,1.0,gki,raw,55.395969950039536,1.0,300.0,False,False,True,True,none,broad_model_guardrail,Kir conductance kept within broad positive astrocyte-model scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_03,M3,Mixed,3.659986908776228,1.0,eps,raw,0.0034703605955441,1e-05,0.2,False,False,True,True,none,broad_model_guardrail,extracellular exchange factor must be positive and sub-unity,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_03,M3,Mixed,3.659986908776228,1.0,gl_a,raw,0.0003125457636899,0.0001,50.0,False,False,True,True,none,broad_model_guardrail,leak conductance kept positive and below dominant Kir scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_03,M3,Mixed,3.659986908776228,1.0,zth,raw,48.80995472389016,0.001,5.0,False,True,True,False,above_upper_bound,broad_model_guardrail,gating threshold kept positive on modeled potassium-deviation scale,out_of_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,not physiologically interpretable because the value is outside the broad plausibility range or missing,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_03,M3,Mixed,3.659986908776228,1.0,zs,raw,0.0133565452074467,0.0001,5.0,False,False,True,True,none,broad_model_guardrail,gating slope/scale kept positive on modeled potassium-deviation scale,within_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_03,M3,Mixed,3.659986908776228,1.0,P_gap_eff,effective,5.9560247106864715e-08,1e-08,0.005,False,False,True,True,none,effective_coordinate_guardrail,interpretable product d × pk for gap coupling,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_03,M3,Mixed,3.659986908776228,1.0,gamma_t_eff,effective,1.9606620200097796e-05,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,transport effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_03,M3,Mixed,3.659986908776228,1.0,gamma_s_eff,effective,0.0010797453347997,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,syncytial effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,flat_unbounded,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_03,M3,Mixed,3.659986908776228,1.0,volume_ratio_wa_wo,effective,8.731355768861862,0.001,1000.0,False,False,True,True,none,effective_coordinate_guardrail,cell/extracellular volume ratio effective coordinate,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_04,M3,Mixed,3.6573745124898047,0.9999689706098728,gki,raw,55.395969950039536,1.0,300.0,False,False,True,True,none,broad_model_guardrail,Kir conductance kept within broad positive astrocyte-model scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_04,M3,Mixed,3.6573745124898047,0.9999689706098728,eps,raw,0.0034703605955441,1e-05,0.2,False,False,True,True,none,broad_model_guardrail,extracellular exchange factor must be positive and sub-unity,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_04,M3,Mixed,3.6573745124898047,0.9999689706098728,gl_a,raw,1.9295761588097387e-05,0.0001,50.0,True,False,False,True,below_lower_bound,broad_model_guardrail,leak conductance kept positive and below dominant Kir scale,out_of_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,not physiologically interpretable because the value is outside the broad plausibility range or missing,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_04,M3,Mixed,3.6573745124898047,0.9999689706098728,zth,raw,139.4293716371739,0.001,5.0,False,True,True,False,above_upper_bound,broad_model_guardrail,gating threshold kept positive on modeled potassium-deviation scale,out_of_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,not physiologically interpretable because the value is outside the broad plausibility range or missing,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_04,M3,Mixed,3.6573745124898047,0.9999689706098728,zs,raw,3.826224901709373,0.0001,5.0,False,False,True,True,none,broad_model_guardrail,gating slope/scale kept positive on modeled potassium-deviation scale,within_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_04,M3,Mixed,3.6573745124898047,0.9999689706098728,P_gap_eff,effective,5.9560247106864715e-08,1e-08,0.005,False,False,True,True,none,effective_coordinate_guardrail,interpretable product d × pk for gap coupling,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_04,M3,Mixed,3.6573745124898047,0.9999689706098728,gamma_t_eff,effective,1.9606620200097796e-05,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,transport effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_04,M3,Mixed,3.6573745124898047,0.9999689706098728,gamma_s_eff,effective,0.0024910671015086,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,syncytial effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,flat_unbounded,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_04,M3,Mixed,3.6573745124898047,0.9999689706098728,volume_ratio_wa_wo,effective,8.731355768861862,0.001,1000.0,False,False,True,True,none,effective_coordinate_guardrail,cell/extracellular volume ratio effective coordinate,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_01,M2,Mixed,3.66435432731205,0.9998946735659024,gki,raw,55.395969950039536,1.0,300.0,False,False,True,True,none,broad_model_guardrail,Kir conductance kept within broad positive astrocyte-model scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_01,M2,Mixed,3.66435432731205,0.9998946735659024,eps,raw,0.0034703605955441,1e-05,0.2,False,False,True,True,none,broad_model_guardrail,extracellular exchange factor must be positive and sub-unity,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_01,M2,Mixed,3.66435432731205,0.9998946735659024,gl_a,raw,0.0003125457636899,0.0001,50.0,False,False,True,True,none,broad_model_guardrail,leak conductance kept positive and below dominant Kir scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_01,M2,Mixed,3.66435432731205,0.9998946735659024,zth,raw,119.29009677898352,0.001,5.0,False,True,True,False,above_upper_bound,broad_model_guardrail,gating threshold kept positive on modeled potassium-deviation scale,out_of_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,not physiologically interpretable because the value is outside the broad plausibility range or missing,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_01,M2,Mixed,3.66435432731205,0.9998946735659024,zs,raw,3.826224901709373,0.0001,5.0,False,False,True,True,none,broad_model_guardrail,gating slope/scale kept positive on modeled potassium-deviation scale,within_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_01,M2,Mixed,3.66435432731205,0.9998946735659024,P_gap_eff,effective,1.318600900985154e-06,1e-08,0.005,False,False,True,True,none,effective_coordinate_guardrail,interpretable product d × pk for gap coupling,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_01,M2,Mixed,3.66435432731205,0.9998946735659024,gamma_t_eff,effective,1.663229585184344e-06,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,transport effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_01,M2,Mixed,3.66435432731205,0.9998946735659024,gamma_s_eff,effective,0.0001159093450784,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,syncytial effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,flat_unbounded,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_01,M2,Mixed,3.66435432731205,0.9998946735659024,volume_ratio_wa_wo,effective,0.9316378543599684,0.001,1000.0,False,False,True,True,none,effective_coordinate_guardrail,cell/extracellular volume ratio effective coordinate,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_07,M3,Mixed,3.66953963524182,0.9998542249656636,gki,raw,1.9860553636909557,1.0,300.0,False,False,True,True,none,broad_model_guardrail,Kir conductance kept within broad positive astrocyte-model scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_07,M3,Mixed,3.66953963524182,0.9998542249656636,eps,raw,0.0070585725909017,1e-05,0.2,False,False,True,True,none,broad_model_guardrail,extracellular exchange factor must be positive and sub-unity,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_07,M3,Mixed,3.66953963524182,0.9998542249656636,gl_a,raw,0.0003125457636899,0.0001,50.0,False,False,True,True,none,broad_model_guardrail,leak conductance kept positive and below dominant Kir scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_07,M3,Mixed,3.66953963524182,0.9998542249656636,zth,raw,77.83765579242564,0.001,5.0,False,True,True,False,above_upper_bound,broad_model_guardrail,gating threshold kept positive on modeled potassium-deviation scale,out_of_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,not physiologically interpretable because the value is outside the broad plausibility range or missing,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_07,M3,Mixed,3.66953963524182,0.9998542249656636,zs,raw,0.0016622321161456,0.0001,5.0,False,False,True,True,none,broad_model_guardrail,gating slope/scale kept positive on modeled potassium-deviation scale,within_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_07,M3,Mixed,3.66953963524182,0.9998542249656636,P_gap_eff,effective,5.9560247106864715e-08,1e-08,0.005,False,False,True,True,none,effective_coordinate_guardrail,interpretable product d × pk for gap coupling,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_07,M3,Mixed,3.66953963524182,0.9998542249656636,gamma_t_eff,effective,1.9606620200097796e-05,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,transport effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_07,M3,Mixed,3.66953963524182,0.9998542249656636,gamma_s_eff,effective,1.0888336764584933e-05,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,syncytial effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,flat_unbounded,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_07,M3,Mixed,3.66953963524182,0.9998542249656636,volume_ratio_wa_wo,effective,0.078086972939458,0.001,1000.0,False,False,True,True,none,effective_coordinate_guardrail,cell/extracellular volume ratio effective coordinate,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_02,M3,Mixed,3.675631190903312,0.9997947914168672,gki,raw,55.395969950039536,1.0,300.0,False,False,True,True,none,broad_model_guardrail,Kir conductance kept within broad positive astrocyte-model scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_02,M3,Mixed,3.675631190903312,0.9997947914168672,eps,raw,0.0034703605955441,1e-05,0.2,False,False,True,True,none,broad_model_guardrail,extracellular exchange factor must be positive and sub-unity,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_02,M3,Mixed,3.675631190903312,0.9997947914168672,gl_a,raw,0.0018063172511389,0.0001,50.0,False,False,True,True,none,broad_model_guardrail,leak conductance kept positive and below dominant Kir scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_02,M3,Mixed,3.675631190903312,0.9997947914168672,zth,raw,119.29009677898352,0.001,5.0,False,True,True,False,above_upper_bound,broad_model_guardrail,gating threshold kept positive on modeled potassium-deviation scale,out_of_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,not physiologically interpretable because the value is outside the broad plausibility range or missing,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_02,M3,Mixed,3.675631190903312,0.9997947914168672,zs,raw,3.826224901709373,0.0001,5.0,False,False,True,True,none,broad_model_guardrail,gating slope/scale kept positive on modeled potassium-deviation scale,within_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_02,M3,Mixed,3.675631190903312,0.9997947914168672,P_gap_eff,effective,1.318600900985154e-06,1e-08,0.005,False,False,True,True,none,effective_coordinate_guardrail,interpretable product d × pk for gap coupling,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_02,M3,Mixed,3.675631190903312,0.9997947914168672,gamma_t_eff,effective,1.578232781079556e-06,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,transport effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_02,M3,Mixed,3.675631190903312,0.9997947914168672,gamma_s_eff,effective,0.0002718613935746,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,syncytial effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,flat_unbounded,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_02,M3,Mixed,3.675631190903312,0.9997947914168672,volume_ratio_wa_wo,effective,7.516403083944953,0.001,1000.0,False,False,True,True,none,effective_coordinate_guardrail,cell/extracellular volume ratio effective coordinate,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_08,M3,Mixed,3.690239870811532,0.9997249770572346,gki,raw,2.353845387158846,1.0,300.0,False,False,True,True,none,broad_model_guardrail,Kir conductance kept within broad positive astrocyte-model scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_08,M3,Mixed,3.690239870811532,0.9997249770572346,eps,raw,0.0070585725909017,1e-05,0.2,False,False,True,True,none,broad_model_guardrail,extracellular exchange factor must be positive and sub-unity,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_08,M3,Mixed,3.690239870811532,0.9997249770572346,gl_a,raw,0.0018063172511389,0.0001,50.0,False,False,True,True,none,broad_model_guardrail,leak conductance kept positive and below dominant Kir scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_08,M3,Mixed,3.690239870811532,0.9997249770572346,zth,raw,127.951418320104,0.001,5.0,False,True,True,False,above_upper_bound,broad_model_guardrail,gating threshold kept positive on modeled potassium-deviation scale,out_of_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,not physiologically interpretable because the value is outside the broad plausibility range or missing,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_08,M3,Mixed,3.690239870811532,0.9997249770572346,zs,raw,3.2191463496769184,0.0001,5.0,False,False,True,True,none,broad_model_guardrail,gating slope/scale kept positive on modeled potassium-deviation scale,within_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_08,M3,Mixed,3.690239870811532,0.9997249770572346,P_gap_eff,effective,1.2797528816608028e-07,1e-08,0.005,False,False,True,True,none,effective_coordinate_guardrail,interpretable product d × pk for gap coupling,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_08,M3,Mixed,3.690239870811532,0.9997249770572346,gamma_t_eff,effective,1.578232781079556e-06,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,transport effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_08,M3,Mixed,3.690239870811532,0.9997249770572346,gamma_s_eff,effective,1.0888336764584933e-05,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,syncytial effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,flat_unbounded,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_08,M3,Mixed,3.690239870811532,0.9997249770572346,volume_ratio_wa_wo,effective,1.4250466975271665,0.001,1000.0,False,False,True,True,none,effective_coordinate_guardrail,cell/extracellular volume ratio effective coordinate,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_10,M3,Mixed,3.711628959973389,0.9992874191424108,gki,raw,51.76927197016917,1.0,300.0,False,False,True,True,none,broad_model_guardrail,Kir conductance kept within broad positive astrocyte-model scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_10,M3,Mixed,3.711628959973389,0.9992874191424108,eps,raw,0.0034703605955441,1e-05,0.2,False,False,True,True,none,broad_model_guardrail,extracellular exchange factor must be positive and sub-unity,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_10,M3,Mixed,3.711628959973389,0.9992874191424108,gl_a,raw,0.0003125457636899,0.0001,50.0,False,False,True,True,none,broad_model_guardrail,leak conductance kept positive and below dominant Kir scale,within_range,identifiable,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,True,within broad range and supported by available identifiability evidence,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_10,M3,Mixed,3.711628959973389,0.9992874191424108,zth,raw,59.59309358405509,0.001,5.0,False,True,True,False,above_upper_bound,broad_model_guardrail,gating threshold kept positive on modeled potassium-deviation scale,out_of_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,not physiologically interpretable because the value is outside the broad plausibility range or missing,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_10,M3,Mixed,3.711628959973389,0.9992874191424108,zs,raw,3.826224901709373,0.0001,5.0,False,False,True,True,none,broad_model_guardrail,gating slope/scale kept positive on modeled potassium-deviation scale,within_range,weakly_identified,step03_effective_parameter_map,Interpret only after profile/FIM support; weak profiles imply practical non-identifiability.,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_10,M3,Mixed,3.711628959973389,0.9992874191424108,P_gap_eff,effective,1.318600900985154e-06,1e-08,0.005,False,False,True,True,none,effective_coordinate_guardrail,interpretable product d × pk for gap coupling,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_10,M3,Mixed,3.711628959973389,0.9992874191424108,gamma_t_eff,effective,1.9606620200097796e-05,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,transport effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_10,M3,Mixed,3.711628959973389,0.9992874191424108,gamma_s_eff,effective,0.0002718613935746,1e-08,0.05,False,False,True,True,none,effective_coordinate_guardrail,syncytial effective coordinate normalized by volume/Faraday terms,within_range,weakly_identified,step03_profile_summary,flat_unbounded,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
DH_2_MFA,DH,MFA,DH_2_MFA__cand_10,M3,Mixed,3.711628959973389,0.9992874191424108,volume_ratio_wa_wo,effective,1.581803085908141,0.001,1000.0,False,False,True,True,none,effective_coordinate_guardrail,cell/extracellular volume ratio effective coordinate,within_range,weakly_identified,step03_profile_summary,broad_valley,False,within broad range but Step 03 indicates weak/sloppy/broad identifiability,full_accepted_ensemble
