candidate_policy,candidates_per_cell,analysis_role,mechanism_cluster,region,condition,n_candidates,n_cells,holdout_pass_fraction,mean_weighted_ppc_coverage,perturbation_robust_fraction,perturbation_vm_feature_pass_fraction,hidden_flux_plausible_fraction,biological_description_score,buffering_phenotype_labels,step05_evidence_status,validation_label,step06_screen_claim,final_biological_degeneracy_claim_allowed,degeneracy_claim_allowed,claim_scope_after_step06
top_k_per_cell,3,expanded-scope sensitivity,M1,DH,MFA_BA,1,1,1.0,0.6594221536351166,1.0,0.7745949074074073,1.0,0.8868034122085048,low_recruitment_local_storage,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M1,VH,MFA_BA,4,2,1.0,0.5730207720948461,0.9947916666666666,0.6443865740740741,1.0,0.8424398025671174,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M2,DH,CONTROL,11,6,1.0,0.7857142857142856,1.0,0.8352272727272728,1.0,0.9241883116883116,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;low_recruitment_local_storage;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M2,DH,MFA,4,2,1.0,0.7510288065843622,1.0,0.8279803240740743,1.0,0.9158018261316873,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M2,DH,MFA_BA,2,2,1.0,0.6594221536351166,1.0,0.81640625,1.0,0.8951656807270233,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M2,VH,MFA,14,6,1.0,0.5308641975308641,0.9910714285714286,0.6130125661375662,1.0,0.8269896384479718,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M2,VH,MFA_BA,9,6,1.0,0.5730207720948461,1.0,0.705343364197531,1.0,0.8556728272584755,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M3,DH,CONTROL,10,6,1.0,0.7857142857142856,1.0,0.8431423611111112,1.0,0.9257713293650793,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;low_recruitment_local_storage;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M3,DH,MFA,5,2,1.0,0.7510288065843622,1.0,0.8433449074074076,1.0,0.9188747427983539,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M3,DH,MFA_BA,9,5,1.0,0.6594221536351166,1.0,0.7665297986478542,1.0,0.8851903904565941,low_recruitment_local_storage;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M3,VH,MFA,4,3,1.0,0.5308641975308641,0.9947916666666666,0.6166811342592594,1.0,0.8284673996913581,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
top_k_per_cell,3,expanded-scope sensitivity,M3,VH,MFA_BA,5,3,1.0,0.5730207720948461,1.0,0.6880787037037038,1.0,0.8522198951597101,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M1,DH,MFA_BA,1,1,1.0,0.6561213991769548,1.0,0.7745949074074073,1.0,0.8861432613168724,low_recruitment_local_storage,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M1,VH,MFA_BA,5,5,1.0,0.5600684718331777,0.9625,0.638599537037037,1.0,0.8322336017740429,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering;recruited_surface_gap_assisted_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M2,DH,CONTROL,7,7,1.0,0.7857142857142856,1.0,0.8530092592592593,1.0,0.9277447089947091,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M2,DH,MFA,2,2,1.0,0.7160493827160493,1.0,0.8274016203703706,1.0,0.908690200617284,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M2,DH,MFA_BA,4,4,1.0,0.6561213991769548,1.0,0.7907986111111112,1.0,0.8893840020576131,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M2,VH,MFA,6,6,1.0,0.5286195286195287,0.9895833333333334,0.6100501543209877,1.0,0.8256506032547699,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M2,VH,MFA_BA,6,6,1.0,0.5600684718331777,1.0,0.7061149691358025,1.0,0.8532366881937961,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M3,DH,CONTROL,7,7,1.0,0.7857142857142856,1.0,0.8407738095238095,1.0,0.925297619047619,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;low_recruitment_local_storage;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M3,DH,MFA,3,3,1.0,0.7160493827160493,0.9375,0.775366512345679,1.0,0.8857831790123457,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M3,DH,MFA_BA,5,5,1.0,0.6561213991769548,1.0,0.7748842592592594,1.0,0.8862011316872429,low_recruitment_local_storage;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M3,VH,MFA,5,5,1.0,0.5286195286195287,0.9916666666666667,0.6155092592592593,1.0,0.8271590909090909,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_diverse_per_cell,3,recommended expanded-scope sensitivity,M3,VH,MFA_BA,6,6,1.0,0.5600684718331777,0.9965277777777778,0.66796875,1.0,0.8449129999221909,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M1,VH,MFA_BA,3,2,1.0,0.5591808739956887,0.9375,0.6332947530864198,1.0,0.8259951254164217,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering;recruited_surface_gap_assisted_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M2,DH,CONTROL,11,6,1.0,0.7843915343915343,1.0,0.8536405723905726,1.0,0.9276064213564215,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;low_recruitment_local_storage;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M2,DH,MFA,4,2,1.0,0.7551440329218108,1.0,0.8393373842592594,1.0,0.918896283436214,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M2,DH,MFA_BA,5,4,1.0,0.6532493141289437,1.0,0.7873346560846561,1.0,0.88811679404272,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M2,VH,MFA,13,6,1.0,0.536522633744856,0.9951923076923077,0.6149553571428572,1.0,0.8293340597160043,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;mixed_local_spatial_buffering;recruited_surface_gap_assisted_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M2,VH,MFA_BA,9,6,1.0,0.5591808739956887,1.0,0.6871141975308641,1.0,0.8492590143053105,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M3,DH,CONTROL,10,7,1.0,0.7843915343915343,1.0,0.8320105820105821,1.0,0.9232804232804233,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M3,DH,MFA,5,2,1.0,0.7551440329218108,1.0,0.8470486111111112,1.0,0.9204385288065844,available_surface_voltage_coupled_but_ionic_recruitment_low;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M3,DH,MFA_BA,7,5,1.0,0.6532493141289437,1.0,0.7738095238095238,1.0,0.8854117675876936,kir_dominant_local_buffering;low_recruitment_local_storage;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M3,VH,MFA,5,3,1.0,0.536522633744856,1.0,0.62208167989418,1.0,0.8317208627278072,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;low_recruitment_local_storage,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
mechanism_score_diverse_per_cell,3,diagnostic negative-control sensitivity,M3,VH,MFA_BA,6,5,1.0,0.5591808739956887,0.9930555555555556,0.6691743827160495,1.0,0.8442821624534588,available_surface_voltage_coupled_but_ionic_recruitment_low;kir_dominant_local_buffering;mixed_local_spatial_buffering,candidate_regime_screen,predictive_supported,candidate_regime_supported_by_step06_predictive_perturbation_screen,False,False,candidate_regime_supported_by_step06_predictive_perturbation_screen; final degeneracy wording remains prohibited until assumption-sensitivity and parameter-plausibility checks pass
