db_name,condition,current_na,trial_number,parameter_space,profile_parameter,parameter,base_value,multiplier,fixed_value,profile_loss,loss,delta_profile_loss,delta_loss,nuisance_refit_method,nuisance_scale,nuisance_offset_mV,claim_guardrail,profile_classification,profile_class
CONTROL_75nA.db,CONTROL,75,2425,effective,P_gap_eff,P_gap_eff,7.688694890666813e-06,0.25,1.922173722666703e-06,0.2025477218035913,0.2025477218035913,0.2025477218035913,0.2025477218035913,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9212333116729082,2.4634348171179848e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,pk,pk,0.0003397294294034095,2.5,0.0008493235735085238,0.15130936632018574,0.15130936632018574,0.15130936632018574,0.15130936632018574,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.1395042498969234,2.3756639804035674e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,pk,pk,0.0003397294294034095,4.0,0.001358917717613638,0.22128092439499922,0.22128092439499922,0.22128092439499922,0.22128092439499922,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.2734933479242767,-1.012290316772949e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,gt,gt,1.0023845579551396,0.25,0.2505961394887849,0.1881881060555281,0.1881881060555281,0.1881881060555281,0.1881881060555281,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.8615209894566239,-1.4678758160937224e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,gt,gt,1.0023845579551396,0.4,0.40095382318205586,0.11015939808554452,0.11015939808554452,0.11015939808554452,0.11015939808554452,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.8896553052192109,-3.607015677142916e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,gt,gt,1.0023845579551396,0.63,0.631502271511738,0.03667943313707646,0.03667943313707646,0.03667943313707646,0.03667943313707646,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9323349385648138,3.1606644012681404e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,gt,gt,1.0023845579551396,1.0,1.0023845579551396,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,gt,gt,1.0023845579551396,1.6,1.6038152927282234,0.05835790599228164,0.05835790599228164,0.05835790599228164,0.05835790599228164,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.1075817716042489,1.8927780937464137e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,gt,gt,1.0023845579551396,2.5,2.5059613948878487,0.24809985217002115,0.24809985217002115,0.24809985217002115,0.24809985217002115,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.2646731722021884,-1.0473986514587157e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,gt,gt,1.0023845579551396,4.0,4.009538231820558,0.60495774551363,0.60495774551363,0.60495774551363,0.60495774551363,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.5149869497319286,-1.0743150413844705e-14,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,gs,gs,8.280126206267084,0.25,2.070031551566771,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,raw,gs,gs,8.280126206267084,0.4,3.3120504825068338,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,raw,gs,gs,8.280126206267084,0.63,5.216479509948263,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,raw,gs,gs,8.280126206267084,1.0,8.280126206267084,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,raw,gs,gs,8.280126206267084,1.6,13.248201930027335,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,raw,gs,gs,8.280126206267084,2.5,20.70031551566771,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,raw,gs,gs,8.280126206267084,4.0,33.12050482506834,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,flat_unbounded,flat_unbounded
CONTROL_75nA.db,CONTROL,75,2425,raw,wo,wo,1309.7442131670828,0.25,327.4360532917707,0.28792027588238467,0.28792027588238467,0.28792027588238467,0.28792027588238467,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.446170130353805,3.2797035985620692e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,wo,wo,1309.7442131670828,0.4,523.8976852668332,0.0814674813518586,0.0814674813518586,0.0814674813518586,0.0814674813518586,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.2280539282817435,7.086215073320464e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,wo,wo,1309.7442131670828,0.63,825.1388542952621,0.013769347511984383,0.013769347511984383,0.013769347511984383,0.013769347511984383,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0905090680125975,9.93968154608814e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,wo,wo,1309.7442131670828,1.0,1309.7442131670828,0.0,0.0,0.0,0.0,least_squares_affine_vm_scale_offset_not_full_reoptimization,1.0,1.5347664073397026e-17,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,wo,wo,1309.7442131670828,1.6,2095.5907410673326,0.00641785823922702,0.00641785823922702,0.00641785823922702,0.00641785823922702,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9412725607143863,1.3524023090413167e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,wo,wo,1309.7442131670828,2.5,3274.360532917707,0.017069033577831034,0.017069033577831034,0.017069033577831034,0.017069033577831034,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.9056258362482773,-7.074329439182052e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
CONTROL_75nA.db,CONTROL,75,2425,raw,wo,wo,1309.7442131670828,4.0,5238.976852668331,0.027411550518106696,0.027411550518106696,0.027411550518106696,0.027411550518106696,least_squares_affine_vm_scale_offset_not_full_reoptimization,0.8816649618576187,-2.7984268439113457e-15,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy,broad_valley,broad_valley
